order_line_id,order_id,order_date,customer_id,delivery_place_id,product_id,product_description,product_type,quantity,uom,unit_price,currency
OL-001,ORD-2026-148381,2026-12-25,CUST-246316,DEL-99635939,PROD-461829,Plonex Webcam 1080p Pro,Product,99,pcs,44.0,EUR
OL-001,ORD-2026-531228,2026-12-13,CUST-863587,DEL-95318289,PROD-029384,Trimbit Docking Station 12-in-1,Product,20,pcs,89.9,EUR
OL-002,ORD-2026-506216,2026-12-21,CUST-960394,DEL-20593403,PROD-847263,Nexboard Mechanical Keyboard TKL,Product,39,pcs,67.0,EUR
OL-001,ORD-2027-917823,2027-01-19,CUST-526117,DEL-42194159,PROD-271045,Vantec USB-C Hub 9-port,Product,22,pcs,34.5,EUR
OL-001,ORD-2026-596330,2026-12-22,CUST-741390,DEL-42981324,PROD-029384,Trimbit Docking Station 12-in-1,Product,80,pcs,89.9,EUR
OL-001,ORD-2026-567541,2026-11-20,CUST-731262,DEL-28761086,PROD-029384,Trimbit Docking Station 12-in-1,Product,20,pcs,89.9,EUR
OL-001,ORD-2027-539673,2027-01-05,CUST-320281,DEL-65350347,PROD-461829,Plonex Webcam 1080p Pro,Product,93,pcs,44.0,EUR
OL-001,ORD-2027-405759,2027-01-23,CUST-176819,DEL-74251933,PROD-192837,Droxel 65W GaN Charger,Product,48,pcs,28.4,EUR
OL-001,ORD-2027-999308,2027-01-07,CUST-266931,DEL-80980044,PROD-738291,Quorvex 2TB NVMe SSD M.2,Product,51,pcs,112.5,EUR
OL-002,ORD-2027-398090,2027-02-07,CUST-738551,DEL-16917129,PROD-738291,Quorvex 2TB NVMe SSD M.2,Product,14,pcs,112.5,EUR
OL-002,ORD-2027-443194,2027-01-27,CUST-400850,DEL-84905122,PROD-847263,Nexboard Mechanical Keyboard TKL,Product,74,pcs,67.0,EUR
OL-002,ORD-2027-510154,2027-01-03,CUST-585100,DEL-70445541,PROD-583047,Veltric UPS 600VA Tower,Product,89,pcs,78.6,EUR
OL-003,ORD-2027-958914,2027-01-06,CUST-185965,DEL-64395532,PROD-271045,Vantec USB-C Hub 9-port,Product,74,pcs,34.5,EUR
OL-003,ORD-2026-121393,28-12-2026,CUST-922733,DEL-25759274,PROD-564738,Fomex Cat8 Patch Cable 3m,Product,63,m,8.9,EUR
OL-001,ORD-2027-377880,2027-01-13,CUST-526117,DEL-42194159,PROD-271045,Vantec USB-C Hub 9-port,Product,21,pcs,34.5,EUR
OL-003,ORD-2026-488414,2026-12-17,CUST-400850,DEL-37820354,PROD-271045,Vantec USB-C Hub 9-port,Product,38,pcs,34.5,EUR
OL-001,ORD-2026-961639,2026-12-13,CUST-585100,DEL-59115280,PROD-029384,Trimbit Docking Station 12-in-1,Product,97,pcs,89.9,EUR
OL-001,ORD-2026-857888,2026-11-22,CUST-549245,DEL-47111151,PROD-847263,Nexboard Mechanical Keyboard TKL,Product,95,pcs,67.0,EUR
OL-003,ORD-2026-836333,2026-12-20,CUST-329471,DEL-85383550,PROD-583047,Veltric UPS 600VA Tower,Product,23,pcs,78.6,EUR
OL-001,ORD-2026-952646,2026-12-28,CUST-787277,DEL-15677713,PROD-192837,Droxel 65W GaN Charger,Product,73,pcs,28.4,EUR
OL-001,ORD-2026-988459,31/12/2026,CUST-627276,DEL-88831486,PROD-483921,Zoltrix 4K Display Module 27in,Product,14,pcs,189.99,EUR
OL-002,ORD-2026-962520,22-12-2026,CUST-814825,DEL-49172995,PROD-192837,Droxel 65W GaN Charger,Product,9,pcs,28.4,EUR
OL-002,ORD-2026-687019,2026-12-25,CUST-262998,DEL-12921981,PROD-483921,Zoltrix 4K Display Module 27in,Product,34,pcs,189.99,EUR
OL-001,ORD-2027-464187,2027-01-13,CUST-890170,DEL-82144402,PROD-192837,Droxel 65W GaN Charger,Product,65,pcs,28.4,EUR
OL-001,ORD-2026-282313,2026-11-16,CUST-526117,DEL-42194159,PROD-738291,Quorvex 2TB NVMe SSD M.2,Product,58,pcs,112.5,EUR
OL-002,ORD-2027-680278,2027-01-12,CUST-373432,DEL-70152969,PROD-192837,Droxel 65W GaN Charger,Product,27,pcs,28.4,EUR
OL-001,ORD-2026-302338,2026-12-26,CUST-555884,DEL-80669879,PROD-738291,Quorvex 2TB NVMe SSD M.2,Product,46,pcs,112.5,EUR
OL-003,ORD-2027-656011,2027-01-20,CUST-585100,DEL-70445541,PROD-564738,Fomex Cat8 Patch Cable 3m,Product,43,m,8.9,EUR
OL-002,ORD-2027-789886,2027-01-04,CUST-329471,DEL-85383550,PROD-271045,Vantec USB-C Hub 9-port,Product,54,pcs,34.5,EUR
OL-001,ORD-2026-130216,2026-12-29,CUST-288073,DEL-22097496,PROD-639182,Blipcore Wireless Adapter AC1200,Product,15,pcs,22.8,EUR
OL-001,ORD-2026-669097,2026-12-25,CUST-169403,DEL-68743530,PROD-029384,Trimbit Docking Station 12-in-1,Product,70,pcs,89.9,EUR
OL-002,ORD-2027-761393,2027-01-14,CUST-107540,DEL-68755000,PROD-738291,Quorvex 2TB NVMe SSD M.2,Product,63,pcs,112.5,EUR
OL-001,ORD-2027-507135,2027-01-01,CUST-340174,DEL-86745380,PROD-483921,Zoltrix 4K Display Module 27in,Product,93,pcs,189.99,EUR
OL-001,ORD-2027-408261,2027-01-02,CUST-185965,DEL-64395532,PROD-483921,Zoltrix 4K Display Module 27in,Product,19,pcs,189.99,EUR
OL-001,ORD-2027-978343,2027-01-11,CUST-183667,DEL-45859307,PROD-271045,Vantec USB-C Hub 9-port,Product,4,pcs,34.5,EUR
OL-002,ORD-2026-952646,2026-12-28,CUST-787277,DEL-15677713,PROD-029384,Trimbit Docking Station 12-in-1,Product,32,pcs,89.9,EUR
OL-001,ORD-2027-234082,2027-01-20,CUST-163918,DEL-46930534,PROD-192837,Droxel 65W GaN Charger,Product,56,pcs,28.4,EUR
OL-001,ORD-2026-371256,2026-12-15,CUST-299448,DEL-48478684,PROD-192837,Droxel 65W GaN Charger,Product,93,pcs,28.4,EUR
OL-003,ORD-2026-888669,2026-12-11,CUST-666390,DEL-70166480,PROD-564738,Fomex Cat8 Patch Cable 3m,Product,80,m,8.9,EUR
OL-001,ORD-2027-672255,2027-01-02,CUST-266931,DEL-80980044,PROD-029384,Trimbit Docking Station 12-in-1,Product,36,pcs,89.9,EUR
OL-002,ORD-2027-176054,2027-01-17,CUST-888387,DEL-79654147,PROD-271045,Vantec USB-C Hub 9-port,Product,18,pcs,34.5,EUR
OL-001,ORD-2026-293743,2026-11-30,CUST-287241,DEL-78333267,PROD-639182,Blipcore Wireless Adapter AC1200,Product,33,pcs,22.8,EUR
OL-001,ORD-2027-122977,2027-01-26,CUST-888387,DEL-79654147,PROD-583047,Veltric UPS 600VA Tower,Product,91,pcs,78.6,EUR
OL-002,ORD-2027-816586,2027-01-02,CUST-627276,DEL-88831486,PROD-483921,Zoltrix 4K Display Module 27in,Product,27,pcs,189.99,EUR
OL-001,ORD-2026-807896,2026-12-21T11:07:00,CUST-371782,DEL-45000508,PROD-192837,Droxel 65W GaN Charger,Product,17,pcs,28.4,EUR
OL-002,ORD-2026-488414,2026-12-17,CUST-400850,DEL-37820354,PROD-483921,Zoltrix 4K Display Module 27in,Product,43,pcs,189.99,EUR
OL-001,ORD-2027-489933,2027-01-21,CUST-373432,DEL-54398056,PROD-192837,Droxel 65W GaN Charger,Product,94,pcs,28.4,EUR
OL-002,ORD-2027-187336,2027-01-05,CUST-371782,DEL-45106207,PROD-564738,Fomex Cat8 Patch Cable 3m,Product,97,m,8.9,EUR
OL-001,ORD-2026-423026,23 Dec 2026,CUST-656932,DEL-57183837,PROD-029384,Trimbit Docking Station 12-in-1,Product,81,pcs,89.9,EUR
OL-001,ORD-2027-626725,2027-01-20,CUST-456778,DEL-35649468,PROD-029384,Trimbit Docking Station 12-in-1,Product,50,pcs,89.9,EUR
OL-002,ORD-2027-199907,2027-01-15,CUST-333238,DEL-87507357,PROD-583047,Veltric UPS 600VA Tower,Product,46,pcs,78.6,EUR
OL-003,ORD-2026-648887,2026-12-14,CUST-660086,DEL-58841557,PROD-564738,Fomex Cat8 Patch Cable 3m,Product,47,m,8.9,EUR
OL-002,ORD-2026-832045,2026-12-13,CUST-958179,DEL-49597485,PROD-029384,Trimbit Docking Station 12-in-1,Product,49,pcs,89.9,EUR
OL-001,ORD-2027-800596,2027-01-30,CUST-838797,DEL-26297533,PROD-461829,Plonex Webcam 1080p Pro,Product,97,pcs,44.0,EUR
OL-002,ORD-2026-637179,2026-12-03,CUST-627276,DEL-28208520,PROD-564738,Fomex Cat8 Patch Cable 3m,Product,71,m,8.9,EUR
OL-001,ORD-2026-749253,2026-12-19,CUST-107540,DEL-68755000,PROD-847263,Nexboard Mechanical Keyboard TKL,Product,53,pcs,67.0,EUR
OL-003,ORD-2027-508937,2027-01-04,CUST-299448,DEL-48478684,PROD-192837,Droxel 65W GaN Charger,Product,44,pcs,28.4,EUR
OL-002,ORD-2026-982417,2026-12-30,CUST-660086,DEL-54250344,PROD-483921,Zoltrix 4K Display Module 27in,Product,92,pcs,189.99,EUR
OL-002,ORD-2026-885587,2026-12-23,CUST-444207,DEL-26733967,PROD-271045,Vantec USB-C Hub 9-port,Product,86,pcs,34.5,EUR
OL-002,ORD-2026-618382,2026-12-01,CUST-148458,DEL-76757928,PROD-847263,Nexboard Mechanical Keyboard TKL,Product,67,pcs,67.0,EUR
OL-002,ORD-2026-981521,2026-12-14,CUST-100599,DEL-56420476,PROD-483921,Zoltrix 4K Display Module 27in,Product,9,pcs,189.99,EUR
OL-003,ORD-2026-193035,2026-12-11,CUST-653306,DEL-24039158,PROD-483921,Zoltrix 4K Display Module 27in,Product,33,pcs,189.99,EUR
OL-001,ORD-2026-170953,2026-12-06,CUST-656932,DEL-20071854,PROD-461829,Plonex Webcam 1080p Pro,Product,38,pcs,44.0,EUR
OL-002,ORD-2026-613731,2026-12-22,CUST-181247,DEL-35140847,PROD-483921,Zoltrix 4K Display Module 27in,Product,46,pcs,189.99,EUR
OL-001,ORD-2026-442157,2026-12-14,CUST-820892,DEL-20607151,PROD-583047,Veltric UPS 600VA Tower,Product,71,pcs,78.6,EUR
OL-003,ORD-2026-437477,2026-12-12,CUST-627276,DEL-28208520,PROD-847263,Nexboard Mechanical Keyboard TKL,Product,58,pcs,67.0,EUR
OL-001,ORD-2026-366431,06/12/2026,CUST-444207,DEL-26733967,PROD-029384,Trimbit Docking Station 12-in-1,Product,51,pcs,89.9,EUR
OL-001,ORD-2026-867333,2026-12-03,CUST-400850,DEL-84905122,PROD-847263,Nexboard Mechanical Keyboard TKL,Product,46,pcs,67.0,EUR
OL-001,ORD-2026-698097,2026-12-06,CUST-542417,DEL-42847661,PROD-483921,Zoltrix 4K Display Module 27in,Product,3,pcs,189.99,EUR
OL-002,ORD-2027-626725,20 Jan 2027,CUST-456778,DEL-35649468,PROD-564738,Fomex Cat8 Patch Cable 3m,Product,18,m,8.9,EUR
OL-001,ORD-2027-191061,2027-01-21,CUST-148458,DEL-76757928,PROD-738291,Quorvex 2TB NVMe SSD M.2,Product,86,pcs,112.5,EUR
OL-002,ORD-2027-912323,2027-02-04,CUST-143860,DEL-24401654,PROD-483921,Zoltrix 4K Display Module 27in,Product,85,pcs,189.99,EUR
OL-001,ORD-2026-254850,2026-12-02,CUST-181247,DEL-94819556,PROD-483921,Zoltrix 4K Display Module 27in,Product,89,pcs,189.99,EUR
OL-002,ORD-2027-170835,2027-01-31,CUST-787277,DEL-52018286,PROD-583047,Veltric UPS 600VA Tower,Product,46,pcs,78.6,EUR
OL-001,ORD-2027-642060,04-01-2027,CUST-992697,DEL-16530784,PROD-461829,Plonex Webcam 1080p Pro,Product,79,pcs,44.0,EUR
OL-002,ORD-2027-874368,2027-01-24,CUST-972064,DEL-23494908,PROD-564738,Fomex Cat8 Patch Cable 3m,Product,97,m,8.9,EUR
OL-002,ORD-2026-231113,2026-12-24,CUST-660086,DEL-54250344,PROD-483921,Zoltrix 4K Display Module 27in,Product,44,pcs,189.99,EUR
OL-002,ORD-2026-626100,2026-12-08,CUST-992697,DEL-16530784,PROD-461829,Plonex Webcam 1080p Pro,Product,5,pcs,44.0,EUR
OL-003,ORD-2026-933206,11-12-2026,CUST-320281,DEL-65350347,PROD-029384,Trimbit Docking Station 12-in-1,Product,9,pcs,89.9,EUR
OL-001,ORD-2027-641737,2027-01-11,CUST-520521,DEL-51936181,PROD-583047,Veltric UPS 600VA Tower,Product,93,pcs,78.6,EUR
OL-001,ORD-2026-138328,14/12/2026,CUST-246316,DEL-99635939,PROD-738291,Quorvex 2TB NVMe SSD M.2,Product,15,pcs,112.5,EUR
OL-001,ORD-2027-508937,04-01-2027,CUST-299448,DEL-48478684,PROD-639182,Blipcore Wireless Adapter AC1200,Product,28,pcs,22.8,EUR
OL-003,ORD-2026-189067,2026-12-19,CUST-922733,DEL-25759274,PROD-583047,Veltric UPS 600VA Tower,Product,59,pcs,78.6,EUR
OL-002,ORD-2027-680990,04-01-2027,CUST-100599,DEL-56420476,PROD-847263,Nexboard Mechanical Keyboard TKL,Product,58,pcs,67.0,EUR
OL-002,ORD-2027-534439,5 Jan 2027,CUST-890170,DEL-82144402,PROD-461829,Plonex Webcam 1080p Pro,Product,71,pcs,44.0,EUR
OL-002,ORD-2026-205896,2026-11-11,CUST-814825,DEL-49172995,PROD-564738,Fomex Cat8 Patch Cable 3m,Product,84,m,8.9,EUR
OL-001,ORD-2027-695225,2027-01-11,CUST-888387,DEL-87342561,PROD-639182,Blipcore Wireless Adapter AC1200,Product,70,pcs,22.8,EUR
OL-001,ORD-2027-471692,2027-01-09,CUST-225710,DEL-80381817,PROD-483921,Zoltrix 4K Display Module 27in,Product,97,pcs,189.99,EUR
OL-003,ORD-2026-258477,2026-12-19,CUST-585100,DEL-59115280,PROD-639182,Blipcore Wireless Adapter AC1200,Product,68,pcs,22.8,EUR
OL-001,ORD-2026-822106,2026-11-30,CUST-132938,DEL-68810561,PROD-192837,Droxel 65W GaN Charger,Product,34,pcs,28.4,EUR
OL-002,ORD-2027-537020,2027-02-03T08:19:00,CUST-571029,DEL-95618110,PROD-271045,Vantec USB-C Hub 9-port,Product,90,pcs,34.5,EUR
OL-001,ORD-2026-506216,2026-12-21,CUST-960394,DEL-20593403,PROD-483921,Zoltrix 4K Display Module 27in,Product,57,pcs,189.99,EUR
OL-002,ORD-2027-487593,2027-01-10,CUST-333238,DEL-87507357,PROD-271045,Vantec USB-C Hub 9-port,Product,51,pcs,34.5,EUR
OL-001,ORD-2026-898100,2026-12-19,CUST-454508,DEL-60576565,PROD-461829,Plonex Webcam 1080p Pro,Product,99,pcs,44.0,EUR
OL-001,ORD-2027-680990,2027-01-04,CUST-100599,DEL-56420476,PROD-271045,Vantec USB-C Hub 9-port,Product,39,pcs,34.5,EUR
OL-003,ORD-2026-195629,2026-12-13,CUST-975136,DEL-42949803,PROD-847263,Nexboard Mechanical Keyboard TKL,Product,88,pcs,67.0,EUR
OL-002,ORD-2026-531228,2026-12-13T08:48:00,CUST-863587,DEL-95318289,PROD-192837,Droxel 65W GaN Charger,Product,14,pcs,28.4,EUR
OL-001,ORD-2026-494763,2026-12-19,CUST-183667,DEL-45859307,PROD-029384,Trimbit Docking Station 12-in-1,Product,28,pcs,89.9,EUR
OL-003,ORD-2027-384111,2027-01-01,CUST-454508,DEL-60576565,PROD-847263,Nexboard Mechanical Keyboard TKL,Product,92,pcs,67.0,EUR
OL-001,ORD-2027-887931,2027-02-11,CUST-288073,DEL-36950221,PROD-564738,Fomex Cat8 Patch Cable 3m,Product,43,m,8.9,EUR
OL-003,ORD-2027-407645,2027-01-19,CUST-741390,DEL-71851421,PROD-564738,Fomex Cat8 Patch Cable 3m,Product,37,m,8.9,EUR
OL-001,ORD-2026-870033,2026-12-26,CUST-585100,DEL-70445541,PROD-483921,Zoltrix 4K Display Module 27in,Product,97,pcs,189.99,EUR
OL-001,ORD-2026-580854,2026-12-23,CUST-400850,DEL-84905122,PROD-639182,Blipcore Wireless Adapter AC1200,Product,29,pcs,22.8,EUR
OL-001,ORD-2027-511564,2027-01-13,CUST-559381,DEL-67279295,PROD-583047,Veltric UPS 600VA Tower,Product,94,pcs,78.6,EUR
OL-002,ORD-2027-952283,2027-01-16,CUST-731262,DEL-28761086,PROD-029384,Trimbit Docking Station 12-in-1,Product,26,pcs,89.9,EUR
OL-001,ORD-2026-448884,2026-12-10,CUST-266931,DEL-80980044,PROD-738291,Quorvex 2TB NVMe SSD M.2,Product,90,pcs,112.5,EUR
OL-001,ORD-2026-742818,2026-12-29,CUST-992697,DEL-73161098,PROD-564738,Fomex Cat8 Patch Cable 3m,Product,69,m,8.9,EUR
OL-002,ORD-2026-708502,2026-12-24,CUST-246413,DEL-97883261,PROD-029384,Trimbit Docking Station 12-in-1,Product,88,pcs,89.9,EUR
OL-001,ORD-2027-683165,2027-01-17,CUST-172132,DEL-42866956,PROD-271045,Vantec USB-C Hub 9-port,Product,52,pcs,34.5,EUR
OL-002,ORD-2027-843596,2027-02-05,CUST-547470,DEL-60491958,PROD-461829,Plonex Webcam 1080p Pro,Product,84,pcs,44.0,EUR
OL-001,ORD-2026-832377,2026-11-27,CUST-148458,DEL-76757928,PROD-583047,Veltric UPS 600VA Tower,Product,22,pcs,78.6,EUR
OL-003,ORD-2026-578073,2026-12-20,CUST-571029,DEL-32814819,PROD-564738,Fomex Cat8 Patch Cable 3m,Product,63,m,8.9,EUR
OL-003,ORD-2026-567220,2026-12-30,CUST-989545,DEL-53106399,PROD-029384,Trimbit Docking Station 12-in-1,Product,94,pcs,89.9,EUR
OL-002,ORD-2026-445852,2026-12-27,CUST-233470,DEL-75746104,PROD-483921,Zoltrix 4K Display Module 27in,Product,99,pcs,189.99,EUR
OL-001,ORD-2027-766833,2027-01-07,CUST-802729,DEL-90010790,PROD-483921,Zoltrix 4K Display Module 27in,Product,98,pcs,189.99,EUR
OL-002,ORD-2027-356600,2027-01-30,CUST-656932,DEL-20071854,PROD-461829,Plonex Webcam 1080p Pro,Product,8,pcs,44.0,EUR
OL-003,ORD-2026-981521,2026-12-14,CUST-100599,DEL-56420476,PROD-639182,Blipcore Wireless Adapter AC1200,Product,51,pcs,22.8,EUR
OL-002,ORD-2027-997287,2027-01-06,CUST-766563,DEL-63211150,PROD-192837,Droxel 65W GaN Charger,Product,74,pcs,28.4,EUR
OL-003,ORD-2026-276470,23 Nov 2026,CUST-787926,DEL-84797762,PROD-847263,Nexboard Mechanical Keyboard TKL,Product,74,pcs,67.0,EUR
OL-001,ORD-2026-104877,18-12-2026,CUST-148458,DEL-76757928,PROD-639182,Blipcore Wireless Adapter AC1200,Product,65,pcs,22.8,EUR
OL-001,ORD-2026-273565,2026-12-13,CUST-975136,DEL-42949803,PROD-738291,Quorvex 2TB NVMe SSD M.2,Product,81,pcs,112.5,EUR
OL-002,ORD-2026-137285,2026-12-18,CUST-324643,DEL-59930790,PROD-029384,Trimbit Docking Station 12-in-1,Product,69,pcs,89.9,EUR
OL-001,ORD-2027-608205,2027-01-03,CUST-181247,DEL-35140847,PROD-461829,Plonex Webcam 1080p Pro,Product,26,pcs,44.0,EUR
OL-001,ORD-2026-158936,2026-12-06,CUST-814825,DEL-73380266,PROD-639182,Blipcore Wireless Adapter AC1200,Product,91,pcs,22.8,EUR
OL-002,ORD-2027-917823,2027-01-19,CUST-526117,DEL-42194159,PROD-639182,Blipcore Wireless Adapter AC1200,Product,41,pcs,22.8,EUR
OL-003,ORD-2027-411762,01/02/2027,CUST-890170,DEL-82144402,PROD-271045,Vantec USB-C Hub 9-port,Product,35,pcs,34.5,EUR
OL-002,ORD-2027-134677,2027-01-31,CUST-814825,DEL-35583290,PROD-564738,Fomex Cat8 Patch Cable 3m,Product,48,m,8.9,EUR
OL-001,ORD-2026-951331,2026-12-19,CUST-181247,DEL-35140847,PROD-192837,Droxel 65W GaN Charger,Product,50,pcs,28.4,EUR
OL-001,ORD-2026-267666,2026-12-13,CUST-960394,DEL-20593403,PROD-461829,Plonex Webcam 1080p Pro,Product,6,pcs,44.0,EUR
OL-001,ORD-2027-167603,29-01-2027,CUST-987204,DEL-36550845,PROD-029384,Trimbit Docking Station 12-in-1,Product,17,pcs,89.9,EUR
OL-002,ORD-2026-581966,2026-12-17,CUST-515011,DEL-29834119,PROD-639182,Blipcore Wireless Adapter AC1200,Product,50,pcs,22.8,EUR
OL-001,ORD-2027-328411,2027-01-18,CUST-975136,DEL-33640702,PROD-847263,Nexboard Mechanical Keyboard TKL,Product,35,pcs,67.0,EUR
OL-001,ORD-2027-487593,2027-01-10T13:44:00,CUST-333238,DEL-87507357,PROD-029384,Trimbit Docking Station 12-in-1,Product,61,pcs,89.9,EUR
OL-002,ORD-2026-881782,2026-12-20,CUST-989545,DEL-15006085,PROD-029384,Trimbit Docking Station 12-in-1,Product,34,pcs,89.9,EUR
OL-001,ORD-2027-164454,02/01/2027,CUST-320281,DEL-65350347,PROD-483921,Zoltrix 4K Display Module 27in,Product,74,pcs,189.99,EUR
OL-002,ORD-2026-460437,16/12/2026,CUST-975136,DEL-33640702,PROD-583047,Veltric UPS 600VA Tower,Product,59,pcs,78.6,EUR
OL-002,ORD-2027-656011,2027-01-20,CUST-585100,DEL-70445541,PROD-271045,Vantec USB-C Hub 9-port,Product,84,pcs,34.5,EUR
OL-001,ORD-2026-330069,2026-12-21,CUST-888387,DEL-87342561,PROD-738291,Quorvex 2TB NVMe SSD M.2,Product,23,pcs,112.5,EUR
OL-002,ORD-2027-766833,2027-01-07,CUST-802729,DEL-90010790,PROD-564738,Fomex Cat8 Patch Cable 3m,Product,95,m,8.9,EUR
OL-003,ORD-2027-232981,2027-01-31,CUST-585100,DEL-59115280,PROD-461829,Plonex Webcam 1080p Pro,Product,2,pcs,44.0,EUR
OL-002,ORD-2027-864201,2027-01-01,CUST-814825,DEL-73380266,PROD-271045,Vantec USB-C Hub 9-port,Product,53,pcs,34.5,EUR
OL-002,ORD-2027-163577,2027-01-18,CUST-100599,DEL-56420476,PROD-461829,Plonex Webcam 1080p Pro,Product,4,pcs,44.0,EUR
OL-002,ORD-2026-494763,2026-12-19,CUST-183667,DEL-45859307,PROD-192837,Droxel 65W GaN Charger,Product,87,pcs,28.4,EUR
OL-001,ORD-2026-148026,6 Dec 2026,CUST-515011,DEL-35606639,PROD-639182,Blipcore Wireless Adapter AC1200,Product,2,pcs,22.8,EUR
OL-002,ORD-2026-273021,2026-12-27,CUST-515011,DEL-65426567,PROD-483921,Zoltrix 4K Display Module 27in,Product,81,pcs,189.99,EUR
OL-001,ORD-2027-257212,2027-01-15,CUST-340174,DEL-86745380,PROD-847263,Nexboard Mechanical Keyboard TKL,Product,85,pcs,67.0,EUR
OL-002,ORD-2027-892453,2027-01-14,CUST-790993,DEL-77493234,PROD-639182,Blipcore Wireless Adapter AC1200,Product,90,pcs,22.8,EUR
OL-001,ORD-2027-419491,2027-01-30,CUST-922157,DEL-19863756,PROD-564738,Fomex Cat8 Patch Cable 3m,Product,28,m,8.9,EUR
OL-002,ORD-2026-440998,2026-12-29,CUST-424308,DEL-53154591,PROD-461829,Plonex Webcam 1080p Pro,Product,18,pcs,44.0,EUR
OL-002,ORD-2027-648532,2027-01-01,CUST-143860,DEL-24401654,PROD-192837,Droxel 65W GaN Charger,Product,16,pcs,28.4,EUR
OL-003,ORD-2027-275526,2027-01-20,CUST-666390,DEL-70166480,PROD-271045,Vantec USB-C Hub 9-port,Product,88,pcs,34.5,EUR
OL-002,ORD-2026-988459,31/12/2026,CUST-627276,DEL-88831486,PROD-461829,Plonex Webcam 1080p Pro,Product,19,pcs,44.0,EUR
OL-002,ORD-2027-508422,2027-02-06,CUST-666390,DEL-77624084,PROD-461829,Plonex Webcam 1080p Pro,Product,9,pcs,44.0,EUR
OL-002,ORD-2027-403936,20 Jan 2027,CUST-989545,DEL-63283709,PROD-271045,Vantec USB-C Hub 9-port,Product,81,pcs,34.5,EUR
OL-001,ORD-2026-642081,2026-12-20,CUST-960394,DEL-20593403,PROD-029384,Trimbit Docking Station 12-in-1,Product,83,pcs,89.9,EUR
OL-001,ORD-2026-613731,2026-12-22,CUST-181247,DEL-35140847,PROD-639182,Blipcore Wireless Adapter AC1200,Product,45,pcs,22.8,EUR
OL-002,ORD-2026-272117,2026-12-08,CUST-922733,DEL-64414096,PROD-639182,Blipcore Wireless Adapter AC1200,Product,63,pcs,22.8,EUR
OL-002,ORD-2026-713543,2026-11-10,CUST-627276,DEL-28208520,PROD-639182,Blipcore Wireless Adapter AC1200,Product,94,pcs,22.8,EUR
OL-002,ORD-2026-451936,2026-12-20,CUST-340174,DEL-76481885,PROD-847263,Nexboard Mechanical Keyboard TKL,Product,40,pcs,67.0,EUR
OL-002,ORD-2027-335765,2027-01-27,CUST-771088,DEL-20200074,PROD-639182,Blipcore Wireless Adapter AC1200,Product,99,pcs,22.8,EUR
OL-003,ORD-2026-317782,2026-12-25,CUST-498382,DEL-76669607,PROD-847263,Nexboard Mechanical Keyboard TKL,Product,74,pcs,67.0,EUR
OL-001,ORD-2026-346415,2026-11-28,CUST-288073,DEL-36950221,PROD-029384,Trimbit Docking Station 12-in-1,Product,57,pcs,89.9,EUR
OL-003,ORD-2027-812591,23 Jan 2027,CUST-922157,DEL-26937148,PROD-461829,Plonex Webcam 1080p Pro,Product,14,pcs,44.0,EUR
OL-003,ORD-2027-326665,2027-01-26,CUST-454508,DEL-83319550,PROD-738291,Quorvex 2TB NVMe SSD M.2,Product,26,pcs,112.5,EUR
OL-001,ORD-2026-484945,2026-12-29,CUST-169403,DEL-70254091,PROD-483921,Zoltrix 4K Display Module 27in,Product,49,pcs,189.99,EUR
OL-002,ORD-2026-623058,2026-12-16T10:31:00,CUST-185965,DEL-64395532,PROD-029384,Trimbit Docking Station 12-in-1,Product,21,pcs,89.9,EUR
OL-002,ORD-2027-608205,2027-01-03,CUST-181247,DEL-35140847,PROD-271045,Vantec USB-C Hub 9-port,Product,59,pcs,34.5,EUR
OL-003,ORD-2026-866591,2026-12-02,CUST-741390,DEL-42981324,PROD-029384,Trimbit Docking Station 12-in-1,Product,87,pcs,89.9,EUR
OL-001,ORD-2026-336706,28/12/2026,CUST-992697,DEL-16530784,PROD-738291,Quorvex 2TB NVMe SSD M.2,Product,78,pcs,112.5,EUR
OL-001,ORD-2026-130531,2026-12-18,CUST-324643,DEL-59930790,PROD-847263,Nexboard Mechanical Keyboard TKL,Product,43,pcs,67.0,EUR
OL-003,ORD-2026-613707,2026-12-09,CUST-444207,DEL-96057593,PROD-483921,Zoltrix 4K Display Module 27in,Product,27,pcs,189.99,EUR
OL-002,ORD-2027-243601,06-02-2027,CUST-989545,DEL-63283709,PROD-564738,Fomex Cat8 Patch Cable 3m,Product,21,m,8.9,EUR
OL-001,ORD-2026-623058,2026-12-16,CUST-185965,DEL-64395532,PROD-738291,Quorvex 2TB NVMe SSD M.2,Product,94,pcs,112.5,EUR
OL-001,ORD-2026-111901,2026-12-09,CUST-373432,DEL-54398056,PROD-029384,Trimbit Docking Station 12-in-1,Product,45,pcs,89.9,EUR
OL-003,ORD-2027-645980,2027-01-28,CUST-820892,DEL-20607151,PROD-738291,Quorvex 2TB NVMe SSD M.2,Product,54,pcs,112.5,EUR
OL-001,ORD-2027-522548,2027-01-21,CUST-814825,DEL-49172995,PROD-583047,Veltric UPS 600VA Tower,Product,78,pcs,78.6,EUR
OL-002,ORD-2026-869105,2026-12-27,CUST-400850,DEL-84905122,PROD-738291,Quorvex 2TB NVMe SSD M.2,Product,90,pcs,112.5,EUR
OL-001,ORD-2027-898169,2027-01-06T09:08:00,CUST-795613,DEL-94712997,PROD-583047,Veltric UPS 600VA Tower,Product,98,pcs,78.6,EUR
